,City,Population,Population Change,Poverty Rate,Median Age,Median Household Income,Median Household Income Change,Number Employees,Number Employees Change,Median Property Value,Median Property Value Change,Average Male Salary,Average Female Salary,Gender Salary Ratio M2F,Gini 2018,Gini Change,Patient to Clinician Ratio,Foreign Born Population Ratio,Citizens Percentage,Total Degrees,Degrees Ratio M2F,Degrees per Capita,Households,People Per House,Homeownership,Commute Time
1870,"Galena, MO",486.0,-6.18,40.0,38.3,29167.0,4.03,182.0,-2.15,87800.0,5.53,59788.0,43527.0,1.3735842120982378,0.462,0.0,3094.0,0.41200000000000003,99.6,0.0,1.0,,178.0,2.730337078651685,68.5,35.7
1871,"Gallatin, MO",1713.0,-10.1,13.0,43.5,36862.0,-0.858,766.0,-2.92,72100.0,-6.49,59788.0,43527.0,1.3735842120982378,0.462,0.0,8253.0,0.934,99.6,0.0,1.0,,725.0,2.3627586206896547,66.3,22.9
1872,"Grant City, MO",916.0,4.09,15.9,47.7,43125.0,5.34,395.0,-2.23,52100.0,3.37,59788.0,43527.0,1.3735842120982378,0.462,0.0,2057.0,0.218,99.8,0.0,1.0,,399.0,2.2957393483709274,73.7,26.6
1873,"Greenville, MO",570.0,1.24,11.5,32.6,39750.0,33.7,193.0,-2.53,72900.0,5.96,59788.0,43527.0,1.3735842120982378,0.462,0.0,2681.0,0.877,99.1,0.0,1.0,,205.0,2.7804878048780486,62.4,23.5
1874,"Hamilton, MO",1692.0,-3.15,21.7,41.6,37708.0,15.6,688.0,-4.97,82800.0,1.72,59788.0,43527.0,1.3735842120982378,0.462,0.0,0.0,1.48,99.9,0.0,1.0,,724.0,2.3370165745856357,59.3,29.6
1875,"Hannibal, MO",17551.0,-0.8809999999999999,21.6,37.8,38087.0,-3.49,7711.0,-2.92,95300.0,0.316,59788.0,43527.0,1.3735842120982378,0.462,0.0,1031.0,1.48,99.5,271.0,0.4491978609625669,0.015440715628739103,6970.0,2.518077474892396,58.0,14.8
1876,"Hermitage, MO",686.0,-3.24,26.1,39.8,29583.0,-5.33,241.0,-2.82,84400.0,-1.29,59788.0,43527.0,1.3735842120982378,0.462,0.0,4600.0,0.875,99.4,0.0,1.0,,235.0,2.9191489361702128,48.9,25.7
1877,"Higginsville, MO",4640.0,-0.961,22.1,34.8,52507.0,9.5,2142.0,0.32799999999999996,97200.0,1.67,59788.0,43527.0,1.3735842120982378,0.462,0.0,3270.0,5.02,95.3,0.0,1.0,,1880.0,2.4680851063829787,59.7,19.4
1878,"Independence, MO",117369.0,0.13,16.0,40.6,46268.0,4.17,53964.0,1.36,102800.0,2.29,59788.0,43527.0,1.3735842120982378,0.462,0.0,1305.0,4.98,97.1,65.0,0.16071428571428573,0.0005538089273999096,48200.0,2.435041493775933,61.1,24.0
1879,"Ironton, MO",1511.0,9.1,32.4,40.7,28973.0,7.47,510.0,4.08,83000.0,-1.89,59788.0,43527.0,1.3735842120982378,0.462,0.0,0.0,2.32,99.3,0.0,1.0,,581.0,2.6006884681583475,64.5,29.0
1880,"Jackson, MO",14690.0,0.335,13.3,35.7,57692.0,6.84,7119.0,3.32,158900.0,-0.501,59788.0,43527.0,1.3735842120982378,0.462,0.0,1062.0,0.545,99.9,0.0,1.0,,5490.0,2.6757741347905286,70.9,19.0
1881,"Kansas City, MO",491809.0,0.61,17.3,35.2,54372.0,5.93,255698.0,0.5870000000000001,166400.0,8.83,63351.0,46612.0,1.359113532995795,0.461,0.21739130434782628,1305.0,7.59,94.9,11221.0,0.7178505817513778,0.022815767909899986,207000.0,2.3758888888888894,53.3,21.2
1882,"Kearney, MO",9469.0,2.27,4.11,33.7,72593.0,5.19,4794.0,0.5660000000000001,165600.0,4.74,59788.0,43527.0,1.3735842120982378,0.462,0.0,1482.0,0.444,100.0,0.0,1.0,,3100.0,3.054516129032258,69.3,24.3
1883,"Kennett, MO",10271.0,-2.18,29.7,42.1,30973.0,4.75,3971.0,2.21,94100.0,0.42700000000000005,59788.0,43527.0,1.3735842120982378,0.462,0.0,2207.0,2.6,98.2,0.0,1.0,,4470.0,2.2977628635346754,57.7,17.7
1884,"Kirksville, MO",17519.0,-0.415,34.2,23.1,27667.0,0.9670000000000001,7228.0,0.0277,108300.0,2.46,59788.0,43527.0,1.3735842120982378,0.462,0.0,769.0,5.35,96.2,2651.0,0.666247642991829,0.1513214224556196,6560.0,2.6705792682926828,45.4,15.2
1885,"La Belle, MO",664.0,-0.599,17.2,43.7,32422.0,3.75,244.0,-13.8,55000.0,19.6,59788.0,43527.0,1.3735842120982378,0.462,0.0,5104.0,1.36,98.6,0.0,1.0,,277.0,2.3971119133574006,52.0,32.5
1886,"Lake Ozark, MO",1915.0,12.9,8.58,42.6,52596.0,9.01,829.0,12.9,252300.0,11.9,59788.0,43527.0,1.3735842120982378,0.462,0.0,3588.0,0.0522,100.0,0.0,1.0,,705.0,2.7163120567375887,71.5,17.1
1887,"Lamar, MO",4358.0,-1.4,28.5,41.0,33761.0,-0.0444,1911.0,11.8,95700.0,0.42,59788.0,43527.0,1.3735842120982378,0.462,0.0,2376.0,2.36,99.4,0.0,1.0,,1940.0,2.24639175257732,57.3,20.6
1888,"Lebanon, MO",14610.0,-0.287,24.5,37.1,34863.0,10.9,5886.0,1.41,97900.0,1.35,59788.0,43527.0,1.3735842120982378,0.462,0.0,1419.0,1.25,99.5,11.0,0.0,0.0007529089664613278,6100.0,2.3950819672131147,50.7,18.9
1889,"Licking, MO",2889.0,-2.3,29.3,42.1,24559.0,11.3,538.0,5.49,69500.0,2.81,59788.0,43527.0,1.3735842120982378,0.462,0.0,2854.0,0.5539999999999999,99.6,0.0,1.0,,688.0,4.199127906976744,51.0,16.5
1890,"Linn, MO",1562.0,5.19,17.8,27.1,38938.0,6.5,725.0,4.47,106500.0,3.4,59788.0,43527.0,1.3735842120982378,0.462,0.0,6814.0,0.7040000000000001,100.0,0.0,1.0,,613.0,2.548123980424144,47.5,21.7
1891,"Lockwood, MO",1248.0,12.0,17.5,46.2,30469.0,7.85,517.0,15.4,57600.0,-3.84,59788.0,43527.0,1.3735842120982378,0.462,0.0,1519.0,1.04,100.0,0.0,1.0,,513.0,2.432748538011696,70.4,18.5
1892,"Malden, MO",4253.0,2.26,19.6,36.7,31210.0,2.72,1726.0,4.67,63600.0,-2.75,59788.0,43527.0,1.3735842120982378,0.462,0.0,2207.0,2.14,97.9,0.0,1.0,,1710.0,2.4871345029239764,52.5,20.5
1893,"Mansfield, MO",1346.0,5.98,31.1,37.7,23784.0,10.6,455.0,6.06,64300.0,8.07,59788.0,43527.0,1.3735842120982378,0.462,0.0,6089.0,0.892,99.8,0.0,1.0,,616.0,2.185064935064935,45.6,24.1
1894,"Marble Hill, MO",1697.0,-1.39,24.9,37.4,35074.0,18.9,650.0,12.8,82600.0,2.48,59788.0,43527.0,1.3735842120982378,0.462,0.0,12182.0,0.589,99.4,0.0,1.0,,685.0,2.4773722627737227,53.9,30.7
1895,"Marshall, MO",12865.0,-0.917,19.1,32.4,38679.0,3.66,5970.0,-0.599,98900.0,2.17,59788.0,43527.0,1.3735842120982378,0.462,0.0,1661.0,10.1,93.3,252.0,0.9534883720930232,0.019588029537504856,4690.0,2.743070362473348,61.6,12.6
1896,"Marshfield, MO",7080.0,1.75,16.1,34.9,37813.0,1.9,2756.0,1.89,106400.0,4.93,59788.0,43527.0,1.3735842120982378,0.462,0.0,2883.0,1.31,99.3,0.0,1.0,,2740.0,2.583941605839416,47.9,26.1
1897,"Maryville, MO",11855.0,-0.853,31.2,23.6,31464.0,4.52,6285.0,2.86,131700.0,-4.43,59788.0,43527.0,1.3735842120982378,0.462,0.0,1901.0,3.77,97.1,1624.0,0.8949824970828472,0.1369886123998313,4500.0,2.6344444444444446,38.2,13.1
1898,"Maysville, MO",1178.0,7.68,11.1,41.1,33472.0,4.87,545.0,15.2,96300.0,3.77,59788.0,43527.0,1.3735842120982378,0.462,0.0,4229.0,0.764,99.5,0.0,1.0,,549.0,2.1457194899817846,62.7,22.0
1899,"Mexico, MO",11528.0,-0.809,18.5,38.5,38883.0,5.79,4948.0,-0.643,93400.0,7.11,59788.0,43527.0,1.3735842120982378,0.462,0.0,2175.0,2.04,98.6,0.0,1.0,,4750.0,2.4269473684210525,57.2,18.9
1900,"Moberly, MO",13775.0,-0.6629999999999999,21.6,36.1,37023.0,11.7,5042.0,4.98,79800.0,1.01,59788.0,43527.0,1.3735842120982378,0.462,0.0,2092.0,1.57,99.2,859.0,0.6268939393939394,0.062359346642468234,4420.0,3.1165158371040724,65.8,18.0
1901,"Monett, MO",8861.0,-1.04,22.8,35.6,40088.0,9.53,4264.0,6.95,101300.0,-3.52,59788.0,43527.0,1.3735842120982378,0.462,0.0,1629.0,14.2,90.1,0.0,1.0,,3070.0,2.8863192182410424,62.8,13.3
1902,"Mount Vernon, MO",4499.0,-0.575,15.1,48.3,31990.0,-1.07,1889.0,13.7,95400.0,3.14,59788.0,43527.0,1.3735842120982378,0.462,0.0,1591.0,0.17800000000000002,100.0,0.0,1.0,,2020.0,2.227227722772277,51.7,17.0
1903,"Mountain Grove, MO",4576.0,-1.97,32.1,41.0,26346.0,0.465,1568.0,-13.5,69200.0,-10.1,59788.0,43527.0,1.3735842120982378,0.462,0.0,6089.0,0.0656,100.0,0.0,1.0,,2110.0,2.16872037914692,45.9,19.2
1904,"Neosho, MO",11983.0,-1.33,21.4,31.8,37962.0,5.29,5124.0,-0.9470000000000001,92800.0,-2.62,59788.0,43527.0,1.3735842120982378,0.462,0.0,0.0,6.87,94.6,1177.0,0.9200652528548124,0.09822248184928647,4350.0,2.754712643678161,57.0,16.9
1905,"Nevada, MO",8248.0,-1.67,19.2,39.0,33121.0,11.4,3544.0,1.55,72500.0,0.0,59788.0,43527.0,1.3735842120982378,0.462,0.0,2603.0,1.7,99.3,136.0,0.01492537313432836,0.016488845780795344,3510.0,2.34985754985755,46.7,10.8
1906,"New Franklin, MO",1193.0,-5.02,13.0,43.6,31500.0,7.81,501.0,-10.1,80900.0,7.44,59788.0,43527.0,1.3735842120982378,0.462,0.0,2535.0,0.419,100.0,0.0,1.0,,504.0,2.3670634920634916,55.8,21.7
1907,"New Madrid, MO",2979.0,-0.865,30.2,40.6,36583.0,6.42,1096.0,-0.904,99400.0,3.97,59788.0,43527.0,1.3735842120982378,0.462,0.0,9104.0,0.9059999999999999,99.4,0.0,1.0,,1180.0,2.524576271186441,49.0,19.6
1908,"Oregon, MO",940.0,-4.95,12.0,45.5,43478.0,-1.41,477.0,-5.36,78100.0,-1.76,59788.0,43527.0,1.3735842120982378,0.462,0.0,4484.0,0.745,100.0,0.0,1.0,,416.0,2.2596153846153846,70.0,21.0
1909,"Osceola, MO",1043.0,13.0,27.0,43.2,24485.0,-4.5,331.0,22.6,65600.0,2.82,59788.0,43527.0,1.3735842120982378,0.462,0.0,1888.0,0.767,100.0,0.0,1.0,,439.0,2.375854214123007,51.3,20.2
1910,"Perryville, MO",8366.0,-0.0955,11.0,37.4,45141.0,7.84,3630.0,-2.45,116600.0,4.48,59788.0,43527.0,1.3735842120982378,0.462,0.0,3837.0,1.83,98.8,0.0,1.0,,3360.0,2.4898809523809518,65.9,15.7
1911,"Piedmont, MO",2345.0,-2.33,27.8,43.0,31417.0,0.467,878.0,-9.86,74000.0,2.49,59788.0,43527.0,1.3735842120982378,0.462,0.0,2681.0,0.256,100.0,0.0,1.0,,969.0,2.4200206398348807,54.8,21.1
1912,"Pleasant Hill, MO",8321.0,0.5920000000000001,17.2,32.6,61550.0,-0.83,3607.0,-6.31,155300.0,-4.67,59788.0,43527.0,1.3735842120982378,0.462,0.0,4064.0,2.3,98.0,0.0,1.0,,2900.0,2.8693103448275865,65.3,25.5
1913,"Poplar Bluff, MO",17112.0,-0.5,25.5,38.3,32819.0,3.61,6618.0,-1.19,95700.0,3.8,59788.0,43527.0,1.3735842120982378,0.462,0.0,914.0,1.63,98.9,1133.0,0.4057071960297767,0.06621084618980833,6940.0,2.4657060518731995,46.7,13.2
1914,"Portage Des Sioux, MO",352.0,-4.09,11.8,42.2,51250.0,-10.9,160.0,2.56,120100.0,6.76,59788.0,43527.0,1.3735842120982378,0.462,0.0,2282.0,0.568,100.0,0.0,1.0,,137.0,2.56934306569343,75.2,33.8
1915,"Portageville, MO",3114.0,-0.5429999999999999,27.3,37.6,29004.0,0.9640000000000001,1123.0,-3.19,79300.0,12.5,59788.0,43527.0,1.3735842120982378,0.462,0.0,9104.0,0.193,99.8,0.0,1.0,,1290.0,2.413953488372093,52.6,15.0
1916,"Potosi, MO",2627.0,-1.28,25.7,41.6,31620.0,1.18,951.0,-4.04,93000.0,5.56,59788.0,43527.0,1.3735842120982378,0.462,0.0,2479.0,0.8370000000000001,99.5,0.0,1.0,,1060.0,2.4783018867924533,42.8,25.1
1917,"Princeton, MO",950.0,-9.87,14.1,44.1,33333.0,5.26,431.0,-4.43,54300.0,-15.3,59788.0,43527.0,1.3735842120982378,0.462,0.0,3694.0,2.0,98.5,0.0,1.0,,414.0,2.294685990338164,61.1,16.4
1918,"Richmond, MO",5609.0,-0.514,21.2,41.5,40575.0,3.61,2782.0,10.3,94800.0,0.637,59788.0,43527.0,1.3735842120982378,0.462,0.0,2851.0,0.66,100.0,0.0,1.0,,2380.0,2.3567226890756303,58.4,21.9
1919,"Rolla, MO",20013.0,0.5479999999999999,28.9,25.3,33046.0,-2.87,7988.0,-0.324,127800.0,-1.16,59788.0,43527.0,1.3735842120982378,0.462,0.0,933.0,11.3,91.5,2597.0,3.0897637795275585,0.1297656523259881,7380.0,2.711788617886179,39.7,14.5
1920,"Rosebud, MO",473.0,3.96,15.8,38.4,38125.0,8.16,222.0,11.6,84600.0,8.6,59788.0,43527.0,1.3735842120982378,0.462,0.0,2972.0,1.69,100.0,0.0,1.0,,180.0,2.6277777777777778,74.4,29.3
1921,"Salem, MO",4939.0,-0.7040000000000001,29.9,40.7,27740.0,-0.7759999999999999,1824.0,0.997,82400.0,0.488,59788.0,43527.0,1.3735842120982378,0.462,0.0,3898.0,1.38,98.8,0.0,1.0,,2090.0,2.363157894736842,49.0,18.7
1922,"Salisbury, MO",1894.0,5.52,20.6,37.4,36602.0,11.7,809.0,7.29,80300.0,4.29,59788.0,43527.0,1.3735842120982378,0.462,0.0,7589.0,1.11,99.9,0.0,1.0,,697.0,2.7173601147776183,67.1,19.3
1923,"Sedalia, MO",21477.0,0.168,22.6,35.5,35096.0,1.26,9461.0,-0.922,87800.0,2.09,59788.0,43527.0,1.3735842120982378,0.462,0.0,2012.0,6.21,95.2,923.0,0.4935275080906149,0.042976207105275416,8710.0,2.4657864523536164,56.2,14.4
1924,"Seligman, MO",1021.0,-8.68,41.3,34.3,27283.0,2.82,293.0,-19.5,68000.0,-2.3,59788.0,43527.0,1.3735842120982378,0.462,0.0,1629.0,0.588,99.4,0.0,1.0,,358.0,2.85195530726257,57.8,27.1
1925,"Shelbina, MO",1537.0,-8.62,23.5,45.9,33145.0,-2.51,665.0,-9.03,63200.0,-5.39,59788.0,43527.0,1.3735842120982378,0.462,0.0,0.0,0.39,99.9,0.0,1.0,,646.0,2.3792569659442724,73.5,19.5
1926,"Sikeston, MO",16482.0,0.109,22.1,39.2,38911.0,2.85,6835.0,-3.94,110500.0,4.15,59788.0,43527.0,1.3735842120982378,0.462,0.0,1950.0,1.7,98.7,36.0,0.2413793103448276,0.002184200946487077,6810.0,2.4202643171806164,59.8,15.1
1927,"Smithville, MO",9274.0,2.26,4.98,36.8,75228.0,3.47,4865.0,4.33,176300.0,1.21,59788.0,43527.0,1.3735842120982378,0.462,0.0,1482.0,1.95,99.5,29.0,0.07407407407407407,0.003127021781324132,3350.0,2.7683582089552243,79.4,28.1
1928,"Spickard, MO",308.0,8.45,45.0,31.0,31563.0,8.21,78.0,2.63,30800.0,0.654,59788.0,43527.0,1.3735842120982378,0.462,0.0,3366.0,0.325,100.0,0.0,1.0,,109.0,2.825688073394496,72.5,22.9
1929,"Steelville, MO",2030.0,6.67,28.6,36.3,32333.0,6.66,765.0,5.52,81300.0,-3.9,59788.0,43527.0,1.3735842120982378,0.462,0.0,24526.0,1.03,99.9,0.0,1.0,,660.0,3.075757575757576,58.2,21.1
1930,"Stockton, MO",1897.0,-0.888,20.6,39.8,32250.0,-2.09,717.0,-2.58,84800.0,-5.15,59788.0,43527.0,1.3735842120982378,0.462,0.0,3484.0,0.685,99.7,0.0,1.0,,806.0,2.353598014888337,55.1,17.1
1931,"Summersville, MO",691.0,11.3,26.8,30.3,28021.0,-10.3,238.0,9.68,68200.0,-1.16,59788.0,43527.0,1.3735842120982378,0.462,0.0,2854.0,1.16,100.0,0.0,1.0,,257.0,2.688715953307393,59.9,18.5
1932,"Sweet Springs, MO",1498.0,-0.597,20.5,45.3,33424.0,-16.4,678.0,0.0,67600.0,0.8959999999999999,59788.0,43527.0,1.3735842120982378,0.462,0.0,1661.0,0.601,99.7,0.0,1.0,,607.0,2.4678747940691927,68.5,23.3
1933,"Tarkio, MO",1539.0,6.73,16.2,45.0,39427.0,8.13,795.0,10.6,71000.0,3.65,59788.0,43527.0,1.3735842120982378,0.462,0.0,5306.0,0.91,99.2,0.0,1.0,,737.0,2.088195386702849,65.1,20.0
1934,"Trenton, MO",5915.0,-0.521,22.5,35.8,36590.0,-2.79,2663.0,0.833,84000.0,0.84,59788.0,43527.0,1.3735842120982378,0.462,0.0,3366.0,2.57,97.5,380.0,0.3333333333333333,0.06424344885883347,2370.0,2.4957805907172994,56.3,11.3
1935,"Union, MO",11041.0,2.11,10.9,34.1,47987.0,9.1,5318.0,5.14,142000.0,1.72,59788.0,43527.0,1.3735842120982378,0.462,0.0,1506.0,2.59,100.0,522.0,0.5535714285714286,0.04727832623856535,4400.0,2.509318181818182,59.7,24.5
1936,"Unionville, MO",1995.0,1.79,23.8,37.9,31500.0,4.36,865.0,-1.03,60300.0,-6.8,59788.0,43527.0,1.3735842120982378,0.462,0.0,2429.0,0.9520000000000001,99.6,0.0,1.0,,782.0,2.551150895140665,52.3,15.1
1937,"Vandalia, MO",4201.0,0.33399999999999996,25.3,36.8,35938.0,0.195,1065.0,-4.31,64400.0,4.72,59788.0,43527.0,1.3735842120982378,0.462,0.0,2175.0,1.12,99.6,0.0,1.0,,1120.0,3.7508928571428566,61.7,16.1
1938,"Versailles, MO",2867.0,3.99,32.2,41.4,29245.0,4.33,1030.0,0.684,76100.0,10.3,59788.0,43527.0,1.3735842120982378,0.462,0.0,5043.0,0.5579999999999999,99.9,0.0,1.0,,1080.0,2.6546296296296297,47.7,17.6
1939,"Warrensburg, MO",19890.0,-0.21100000000000002,27.1,24.6,40483.0,3.84,9871.0,2.99,150800.0,0.0,59788.0,43527.0,1.3735842120982378,0.462,0.0,2569.0,4.85,97.2,4794.0,1.180081855388813,0.24102564102564106,7270.0,2.735900962861073,42.5,15.1
1940,"Warrenton, MO",8091.0,0.17300000000000001,21.0,34.8,43096.0,2.22,3232.0,5.04,118900.0,-3.72,59788.0,43527.0,1.3735842120982378,0.462,0.0,6703.0,2.48,99.0,0.0,1.0,,2910.0,2.7804123711340205,68.4,22.6
1941,"Warsaw, MO",2309.0,-3.67,26.8,40.6,29583.0,20.4,783.0,-2.37,100300.0,17.2,59788.0,43527.0,1.3735842120982378,0.462,0.0,3734.0,0.17300000000000001,100.0,0.0,1.0,,975.0,2.3682051282051284,44.1,16.7
1942,"Waynesville, MO",5291.0,-0.113,15.8,36.2,55618.0,1.95,1934.0,3.59,156700.0,-2.06,59788.0,43527.0,1.3735842120982378,0.462,0.0,3326.0,7.62,96.8,43.0,0.075,0.008127008127008128,1970.0,2.6857868020304574,39.4,20.0
1943,"West Plains, MO",12218.0,-0.33399999999999996,24.8,36.0,34456.0,5.56,5481.0,6.49,94600.0,-3.07,59788.0,43527.0,1.3735842120982378,0.462,0.0,978.0,1.54,99.0,350.0,0.5486725663716814,0.028646259616958582,5150.0,2.3724271844660194,53.7,13.6
1944,"Willow Springs, MO",2206.0,-1.61,30.1,34.4,31563.0,-4.19,837.0,-5.74,82400.0,-6.15,59788.0,43527.0,1.3735842120982378,0.462,0.0,978.0,1.27,100.0,0.0,1.0,,889.0,2.481439820022497,57.0,14.7
1945,"Windsor, MO",2824.0,-1.43,18.3,37.9,38580.0,-0.759,1107.0,0.363,70600.0,4.75,59788.0,43527.0,1.3735842120982378,0.462,0.0,1449.0,1.17,100.0,0.0,1.0,,1150.0,2.455652173913044,75.2,26.2
1946,"Alberton, MT",464.0,-22.1,28.4,42.4,40000.0,28.0,151.0,-14.7,145800.0,19.4,56921.0,39968.0,1.4241643314651722,0.465,0.6493506493506499,1417.0,1.94,100.0,0.0,1.0,,178.0,2.606741573033708,73.0,24.2
1947,"Baker, MT",1860.0,-0.322,7.42,34.5,51573.0,0.7659999999999999,1024.0,0.196,144800.0,-2.75,56921.0,39968.0,1.4241643314651722,0.465,0.6493506493506499,1595.0,2.37,98.7,0.0,1.0,,787.0,2.363405336721728,68.4,9.69
1948,"Belgrade, MT",8026.0,1.93,10.0,32.9,57321.0,6.15,4420.0,5.46,209700.0,6.83,56921.0,39968.0,1.4241643314651722,0.465,0.6493506493506499,1275.0,3.02,97.7,0.0,1.0,,3030.0,2.6488448844884487,61.5,17.8
1949,"Big Sandy, MT",571.0,-6.09,19.4,51.1,39464.0,11.8,279.0,-5.1,92800.0,1.98,56921.0,39968.0,1.4241643314651722,0.465,0.6493506493506499,5767.0,1.75,99.8,0.0,1.0,,233.0,2.4506437768240343,74.2,13.9
1950,"Big Sky, MT",2904.0,4.95,14.2,34.2,80551.0,18.5,1916.0,3.51,397900.0,5.6,56921.0,39968.0,1.4241643314651722,0.465,0.6493506493506499,1275.0,5.72,96.8,0.0,1.0,,1030.0,2.8194174757281547,70.7,15.3
1951,"Big Timber, MT",1498.0,0.943,10.2,46.9,42143.0,2.0,726.0,9.01,169100.0,-0.23600000000000002,56921.0,39968.0,1.4241643314651722,0.465,0.6493506493506499,1817.0,2.4,98.7,0.0,1.0,,712.0,2.1039325842696632,65.3,13.2
1952,"Bigfork, MT",4797.0,-4.67,10.9,49.8,61789.0,17.9,1901.0,-3.8,342200.0,7.14,56921.0,39968.0,1.4241643314651722,0.465,0.6493506493506499,1317.0,4.88,99.0,0.0,1.0,,1930.0,2.485492227979275,77.4,17.3
1953,"Boulder, MT",1001.0,-12.5,28.3,47.0,41696.0,-0.42700000000000005,440.0,-17.3,128500.0,-1.68,56921.0,39968.0,1.4241643314651722,0.465,0.6493506493506499,1164.0,0.5,99.5,0.0,1.0,,381.0,2.6272965879265096,72.2,14.6
1954,"Bozeman, MT",43132.0,3.28,20.5,28.0,49217.0,1.24,25982.0,3.29,310800.0,11.5,56921.0,39968.0,1.4241643314651722,0.465,0.6493506493506499,1275.0,4.12,97.4,3233.0,0.9440769693325316,0.07495594917926365,18100.0,2.3829834254143645,44.1,13.8
1955,"Bridger, MT",765.0,-10.4,11.4,46.3,46167.0,-1.77,331.0,-20.6,121900.0,-0.894,56921.0,39968.0,1.4241643314651722,0.465,0.6493506493506499,2082.0,2.35,99.5,0.0,1.0,,306.0,2.5,67.3,29.9
1956,"Broadus, MT",448.0,-4.48,8.39,46.2,50000.0,11.7,223.0,-1.33,101800.0,14.9,56921.0,39968.0,1.4241643314651722,0.465,0.6493506493506499,0.0,2.01,98.0,0.0,1.0,,214.0,2.093457943925233,61.2,12.7
1957,"Cascade, MT",655.0,-7.75,17.0,48.9,39632.0,0.19699999999999998,284.0,-5.65,123800.0,1.48,56921.0,39968.0,1.4241643314651722,0.465,0.6493506493506499,1419.0,0.305,99.7,0.0,1.0,,279.0,2.3476702508960567,65.9,22.8
1958,"Chester, MT",913.0,1.44,6.5,58.0,39508.0,0.496,405.0,-0.491,112500.0,0.0,56921.0,39968.0,1.4241643314651722,0.465,0.6493506493506499,2408.0,0.8759999999999999,100.0,0.0,1.0,,427.0,2.1381733021077283,62.5,5.95
1959,"Chinook, MT",1056.0,0.86,17.4,48.0,38824.0,-6.14,498.0,-5.68,102900.0,5.11,56921.0,39968.0,1.4241643314651722,0.465,0.6493506493506499,1644.0,1.99,98.0,0.0,1.0,,536.0,1.9701492537313432,63.6,15.7
1960,"Choteau, MT",1676.0,-2.22,10.7,49.9,39107.0,-0.6809999999999999,733.0,-10.4,119600.0,-0.41600000000000004,56921.0,39968.0,1.4241643314651722,0.465,0.6493506493506499,6104.0,1.91,99.6,0.0,1.0,,769.0,2.179453836150845,57.2,11.7
1961,"Colstrip, MT",2253.0,-1.53,6.22,39.8,88542.0,-1.05,1168.0,-4.89,137500.0,8.7,56921.0,39968.0,1.4241643314651722,0.465,0.6493506493506499,1566.0,2.8,99.1,0.0,1.0,,773.0,2.914618369987064,90.7,10.1
1962,"Columbus, MT",2320.0,5.07,8.07,36.3,57331.0,15.1,1035.0,2.88,171600.0,6.45,56921.0,39968.0,1.4241643314651722,0.465,0.6493506493506499,4743.0,2.46,99.1,0.0,1.0,,861.0,2.694541231126597,75.6,18.4
1963,"Conrad, MT",2841.0,9.82,16.0,39.8,43372.0,9.99,1334.0,18.4,118000.0,9.97,56921.0,39968.0,1.4241643314651722,0.465,0.6493506493506499,2061.0,2.5,99.1,0.0,1.0,,1090.0,2.606422018348624,73.7,8.53
1964,"Cut Bank, MT",3009.0,0.535,23.9,30.4,38229.0,4.62,1073.0,0.7509999999999999,120800.0,-1.06,56921.0,39968.0,1.4241643314651722,0.465,0.6493506493506499,1241.0,1.53,99.4,0.0,1.0,,1040.0,2.8932692307692314,53.8,13.6
1965,"Darby, MT",653.0,-4.11,20.2,48.1,28203.0,6.71,223.0,-3.46,150000.0,-0.662,56921.0,39968.0,1.4241643314651722,0.465,0.6493506493506499,1532.0,0.7659999999999999,100.0,0.0,1.0,,303.0,2.155115511551155,56.1,17.5
1966,"Deer Lodge, MT",3015.0,-1.53,21.2,47.7,37985.0,0.179,1286.0,-7.28,113000.0,-0.353,56921.0,39968.0,1.4241643314651722,0.465,0.6493506493506499,1368.0,0.431,99.9,0.0,1.0,,1360.0,2.2169117647058822,60.7,19.3
1967,"Denton, MT",235.0,16.9,8.09,47.9,41250.0,3.13,111.0,14.4,80000.0,21.2,56921.0,39968.0,1.4241643314651722,0.465,0.6493506493506499,952.0,0.426,100.0,0.0,1.0,,107.0,2.1962616822429912,80.4,16.0
1968,"Dillon, MT",4224.0,0.237,23.4,31.5,36201.0,12.5,2077.0,-0.14400000000000002,156000.0,15.7,56921.0,39968.0,1.4241643314651722,0.465,0.6493506493506499,775.0,5.11,96.4,450.0,0.5517241379310345,0.10653409090909093,1710.0,2.470175438596492,51.1,11.7
1969,"Drummond, MT",394.0,18.7,11.4,42.9,43125.0,-6.76,168.0,6.33,107600.0,-29.2,56921.0,39968.0,1.4241643314651722,0.465,0.6493506493506499,3240.0,0.254,100.0,0.0,1.0,,173.0,2.2774566473988442,59.5,26.6
1970,"Elliston, MT",241.0,-15.1,11.6,46.9,68750.0,2.61,156.0,-14.8,155800.0,18.3,56921.0,39968.0,1.4241643314651722,0.465,0.6493506493506499,1368.0,0.415,100.0,0.0,1.0,,122.0,1.9754098360655736,85.2,23.1
1971,"Ennis, MT",806.0,-13.4,5.28,55.4,42703.0,-0.499,403.0,-26.3,200600.0,2.98,56921.0,39968.0,1.4241643314651722,0.465,0.6493506493506499,1319.0,1.24,100.0,0.0,1.0,,365.0,2.208219178082192,65.5,22.2
1972,"Eureka, MT",1317.0,2.89,35.5,57.2,27042.0,3.12,429.0,14.4,138000.0,9.0,56921.0,39968.0,1.4241643314651722,0.465,0.6493506493506499,1270.0,0.9109999999999999,100.0,0.0,1.0,,571.0,2.306479859894921,64.4,14.5
